Event	ID	Name			Wwise Object Path	Notes
	130892503	Player_Footstep_water_run_02	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_water_run_02_EA4E482E.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Water\Player_Footstep_water_run\Player_Footstep_water_run_02		25424
	132383432	Evil_SpitPlant_Charge_03	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Creatures\BAS_Evil_SpitPlant_Charge_03_FF5C30BD.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Enemies_EvilHead\EvilHead\Telegraph\EvilHead_Attack_Telegraph\Evil_SpitPlant_Charge_03		4524
	134654369	Impact_Sword_Dirt	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Character\Weapons\BAS_imp_sword_dirt_2E403AA6.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Melee\Impact_Weapon_Type\Impact_Sword_Surface_Type\Impact_Sword_Dirt\Impact_Sword_Dirt\Impact_Sword_Dirt		56934
	136355781	Impact_Sword_Crate	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Character\Impact\BAS_Impact_Sword_SurfaceType_Crate_07005A6C.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Melee\Impact_Weapon_Type\Impact_Sword_Surface_Type\Impact_Sword_Crate\Crate\Impact_Sword_Crate		61830
	138086648	BAS_Evil_SpitPlant_Death_Headfall_01	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Creatures\BAS_Evil_SpitPlant_Death_Headfall_01_34394A6E.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Enemies_EvilSpitPlant\EvilSpitPlant\EvilSpitPlant_Death_Headfall\BAS_Evil_SpitPlant_Death_Headfall_01		6015
	142147549	Boulder_BigImpact	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Character\Weapons\Impact_Crate_Loud_34394A6E.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Objects\Objects\Object_Destruction\Object_Destruction\Destruction_VolcanicBoulder\Boulder_Near\Boulder_BigImpact		13859
	152211720	EvilSpitPlant_Flutes_Battle	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Music\Battle_Flutes_D3605DD4.wem		\Interactive Music Hierarchy\Other\Music_DungeonAndEnemies\DungeonAndEnemies\EvilSpitPlant_Flutes_Battle		2289
	155192250	BAS_Evil_Head_Death_02	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Creatures\BAS_Evil_Head_Death_02_34394A6E.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Enemies_EvilHead\EvilHead\EvilHead_Death\EvilHead_Death\BAS_Evil_Head_Death_02		33118
	155875358	Impact_Hammer_Barrel	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Character\Impact\BAS_Impact_Hammer_SurfaceType_Barrel_1AA3C532.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Melee\Impact_Weapon_Type\Impact_Sword_Surface_Type\Impact_Sword_Barrel\Impact_Sword_Barrel\Impact_Hammer_Barrel		57736
	161554800	Boulder_Far	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Objects\Explosion_60425C79_A3503A30.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Objects\Objects\Object_Destruction\Object_Destruction\Destruction_VolcanicBoulder\Boulder_Far\Boulder_Far		8849
	166328661	Player_Footstep_water_run_05	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_water_run_05_EA4E482E.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Water\Player_Footstep_water_run\Player_Footstep_water_run_05		23238
	176533674	Pickup_WeaponType_Dagger	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Objects\Pickups\BAS_Pickup_WeaponType_Dagger_EA4E482E.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Player_Pickup\Pickup_WeaponType\Pickup_WeaponType_Dagger		55206
	177438976	Player_Footstep_stone_walk_03	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_stone_walk_03_EA4E482E.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Stone\Player_Footstep_stone_walk\Player_Footstep_stone_walk_03		48038
	180963865	WAG_TitleScreen	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Other\WAG_TitleScreen_V1_D3605DD4.wem		\Interactive Music Hierarchy\Music\Music_TitleScreen\WAG_TitleScreen\WAG_TitleScreen		1458397
	188686969	Pickup_PineCone	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Objects\Pickups\BAS_Pickup_PineCone_01_BC076F30.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Player_Pickup\Pickup_ItemType\Pickup_PineCone		27214
	190170041	Pickup_Book	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Objects\Pickups\BAS_Pickup_Book_01_86F919C5.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Player_Pickup\Pickup_ItemType\Pickup_Book		51366
	192562240	Button_Enter	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Interface\BAS_Button_Enter_635B9B45.wem		\Actor-Mixer Hierarchy\Default Work Unit\Non_World\UI\UI\Button\Button_Enter		5787
	196871823	EvilSpitPlant_Shoot_02	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Creatures\BAS_Evil_SpitPlant_Shoot_02_513E47CF.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Enemies_EvilSpitPlant\EvilSpitPlant\EvilSpitPlant_Shoot\EvilSpitPlant_Shoot_02		13892
	197932788	EvilHead_Charge_03	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Creatures\BAS_Evil_Head_Charge_03_C166C283.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Enemies_EvilHead\EvilHead\EvilHead_Attack_Charge\EvilHead_Charge_03		24905
	200941956	Impact_Sword_Stone	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Character\Weapons\BAS_imp_sword_stone_2_B7B9431D.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Melee\Impact_Weapon_Type\Impact_Sword_Surface_Type\Impact_Sword_Stone\Impact_Sword_Stone\Impact_Sword_Stone		55258
	202341787	Perc_Normal_Tamburine_Quick	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Music\EvilHead_Tamburine_D3605DD4.wem		\Interactive Music Hierarchy\Other\Music_DungeonAndEnemies\DungeonAndEnemies\Perc_Normal_Tamburine_Quick		3021
	207450325	Crate_Destroy_05	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Objects\BAS_Crate_Destroy_05_34394A6E.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Objects\Objects\Object_Destruction\Object_Destruction\Destruction_Container\Destroy_Crate\Crate_Destroy_05		10932
	207768492	Inventory_Open	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Interface\BAS_Inventory_Open_2EF45131.wem		\Actor-Mixer Hierarchy\Default Work Unit\Non_World\UI\UI\Inventory\Inventory_Open		3025
	214462698	Impact_Dagger_Wood	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Character\Weapons\BAS_imp_dagger_wood_44415907.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Melee\Impact_Weapon_Type\Impact_Dagger_Surface_Type\Impact_Dagger_Wood\Impact_Dagger_Wood		23810
	219948321	Player_Footstep_sand_walk_04	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_sand_walk_04_EA4E482E.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Sand\Player_Footstep_sand_walk\Player_Footstep_sand_walk_04		26790
	221430130	3_Flutes_Cave	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Music\MFYG\3_Flutes_Cave_D3605DD4.wem		\Interactive Music Hierarchy\Music\Music_Regions\Village\Village_Layers\3_Flutes_Cave		690
	222577091	Ambient_Core_Shield_Destroyed	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Cinematic\BAS_CIN_PinkShield_After_Loop_B38F83E4.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Ambient\Ambiences\Ambiences_Emitters\Cinematic\Core_Shields\Ambient_Core_Shield_Destroyed		103925
	225760600	EvilCrawler_Tuba	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Music\MFYG\1_Tuba_D3605DD4.wem		\Interactive Music Hierarchy\Other\Music_DungeonAndEnemies\DungeonAndEnemies\EvilCrawler_Tuba		588
	228435873	EvilHead_Charge_01	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Creatures\BAS_Evil_Head_Charge_01_85C22944.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Enemies_EvilHead\EvilHead\EvilHead_Attack_Charge\EvilHead_Charge_01		17542
	229113548	Player_Footstep_water_run_03	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_water_run_03_EA4E482E.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Water\Player_Footstep_water_run\Player_Footstep_water_run_03		26464
	229536716	Player_Footstep_wood_run_02	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_wood_run_02_EA4E482E.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Wood\Player_Footstep_wood_run\Player_Footstep_wood_run_02		13864
	230048561	Impact_Axe_Grass	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Character\Weapons\BAS_imp_axe_grass_A03EE93C.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Melee\Impact_Weapon_Type\Impact_Axe_Surface_Type\Impact_Axe_Grass\Impact_Axe_Grass		53402
	231527019	Flute	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Music\Flute_D3605DD4.wem		\Interactive Music Hierarchy\Music\Music_Regions\Woodlands_Day\Woodlands_Day_Layers\Flute		14180
	235900600	Player_Footstep_rubble_walk_05	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_rubble_walk_05_EA4E482E.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Rubble\Player_Footstep_rubble_walk\Player_Footstep_rubble_walk_05		47378
	239013951	Adventuress_damaged_12	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Character\Adventuress_damaged_12_7D738692.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Health\OnHit_Dialogue\Adventuress_damaged_12		36496
	247082657	Impact_PickAxe_Wood	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Character\Weapons\BAS_hitCrate_001_A619FA4A.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Melee\Impact_Weapon_Type\Impact_PickAxe_Surface_Type\Impact_PickAxe_Wood\Impact_PickAxe_Wood		67728
	247479220	EvilHead_Hurt_02	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Creatures\BAS_Evil_Head_Hurt_02_6045910A.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Enemies_EvilHead\EvilHead\EvilHead_Hurt\EvilHead_Hurt_02		8920
	263730271	BAS_Evil_SpitPlant_Death_05	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Creatures\BAS_Evil_SpitPlant_Death_05_98E0500F.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Enemies_EvilSpitPlant\EvilSpitPlant\EvilSpitPlant_Death\BAS_Evil_SpitPlant_Death_05		13177
	265022886	Waterfall_Far	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Ambient\Ambient_Emitters\Waterfall_Strong_1_C4CAC4D9.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Ambient\Ambiences\Ambiences_Emitters\Emitters\Ambient_Water_Waterfall\Waterfall_Far		33078
	268338743	Boulder_Explosion	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Objects\Explosion_E48386FE.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Objects\Objects\Object_Destruction\Object_Destruction\Destruction_VolcanicBoulder\Boulder_Near\Boulder_Explosion		12970
	269405603	Ambient_Core_Shield_Middle	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Ambient\Ambient_Background\BAS_amb_shield_core_LP_02_F39FC34E.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Ambient\Ambiences\Ambiences_Emitters\Cinematic\Core_Shields\Ambient_Core_Shield_Middle		31394
	270916331	Pickup_Key	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Objects\Pickups\BAS_Pickup_Key_01_EA4E482E.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Player_Pickup\Pickup_ItemType\Pickup_Key		57118
	271810230	Impact_Axe_Barrel	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Character\Impact\BAS_Impact_Axe_SurfaceType_Barrel_1CBBB77B.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Melee\Impact_Weapon_Type\Impact_Axe_Surface_Type\Impact_Axe_Barrel\Impact_Axe_Barrel		87110
	274027457	Impact_Dagger_Stone	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Character\Weapons\BAS_imp_dagger_stone_2_1BDBB386.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Melee\Impact_Weapon_Type\Impact_Dagger_Surface_Type\Impact_Dagger_Stone\Impact_Dagger_Stone		13764
	281391147	SilentMusicClip	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Music\WPA_Ambient_Bass1_90EF4213.wem		\Interactive Music Hierarchy\Music\Music_Regions\Nothing\WPA_Ambient\SilentMusicClip		24064
	283455833	Ambient_Core_Shield_Alive	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Cinematic\BAS_CIN_PinkShield_Before_Loop_B98D8328.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Ambient\Ambiences\Ambiences_Emitters\Cinematic\Core_Shields\Ambient_Core_Shield_Alive		92842
	285115110	Amb_River	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Ambient\Ambient_Emitters\Water_RiverLoop_A63D2AF8.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Ambient\Ambiences\Ambiences_Emitters\Emitters\Ambient_Water_Waterfall\Waterfall_Close\Amb_River		197078
	285744333	Crate_Destroy_01	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Objects\BAS_Crate_Destroy_01_34394A6E.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Objects\Objects\Object_Destruction\Object_Destruction\Destruction_Container\Destroy_Crate\Crate_Destroy_01		11143
	288556157	Player_Footstep_water_run_01	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_water_run_01_EA4E482E.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Water\Player_Footstep_water_run\Player_Footstep_water_run_01		26724
	288737095	Adventuress_Death_01	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Character\Adventuress_Death_01_828347D9.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Health\Death\Adventuress_Death_01		154300
	292435902	Player_Footstep_stone_walk_06	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_stone_walk_06_EA4E482E.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Stone\Player_Footstep_stone_walk\Player_Footstep_stone_walk_06		47000
	292620961	Player_Footstep_grass_walk_01	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_grass_walk_01_EA4E482E.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Woodlands\Player_Footstep_Woodlands_walk\Player_Footstep_grass_walk_01		47188
	293050403	Player_Footstep_grass_run_01	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_grass_run_01_EA4E482E.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Woodlands\Player_Footstep_Woodlands_run\Player_Footstep_grass_run_01		26724
	299395336	BAS_Evil_Head_Death_Vox_03	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Creatures\BAS_Evil_Head_Death_Vox_03_CAA0807E.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Enemies_EvilHead\EvilHead\EvilHead_Death\EvilHead_Death_Vox\BAS_Evil_Head_Death_Vox_03		28953
	301231688	Impact_Hammer_Crate	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Character\Impact\BAS_Impact_Hammer_SurfaceType_Crate_9404A9A1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Melee\Impact_Weapon_Type\Impact_Sword_Surface_Type\Impact_Sword_Crate\Crate\Impact_Hammer_Crate		47008
	302774978	Dungeon_EvilOrgan	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Music\Volcanic_EvilOrgan_D3605DD4.wem		\Interactive Music Hierarchy\Other\Music_DungeonAndEnemies\DungeonAndEnemies\Dungeon_EvilOrgan		15683
	308005468	Boulder_Debris	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Objects\DebrisDirt_4B26C394.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Objects\Objects\Object_Destruction\Object_Destruction\Destruction_VolcanicBoulder\Boulder_Near\Boulder_Debris		12676
	311624009	Boulder_Debris_HeavyRocks	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Character\Weapons\RockImpact_C1ABD6C3_6966F40A.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Objects\Objects\Object_Destruction\Object_Destruction\Destruction_VolcanicBoulder\Boulder_Near\Boulder_Debris_HeavyRocks		18056
	320959230	EvilCrawler_Move_02	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Creatures\BAS_Evil_Crawler_Move_02_34394A6E.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Enemies_EvilCrawler\EvilCrawler\EvilCrawler_Move\EvilCrawler_Move_02		11858
	321633064	Dungeon_Strings_Tremolo	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Music\Volcanic_Strings_Tremolo_D3605DD4.wem		\Interactive Music Hierarchy\Other\Music_DungeonAndEnemies\DungeonAndEnemies\Dungeon_Strings_Tremolo		14526
	324689740	Dungeon_SoloViolin_1	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Music\Volcanic_SoloViolin_1_D3605DD4.wem		\Interactive Music Hierarchy\Other\Music_DungeonAndEnemies\DungeonAndEnemies\Dungeon_SoloViolin_1		642
	325360287	Player_Footstep_sand_walk_06	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_sand_walk_06_EA4E482E.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Sand\Player_Footstep_sand_walk\Player_Footstep_sand_walk_06		23654
	325773489	Player_Footstep_sand_walk_02	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_sand_walk_02_EA4E482E.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Sand\Player_Footstep_sand_walk\Player_Footstep_sand_walk_02		35882
	326650516	Crate_Destroy_03	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Objects\BAS_Crate_Destroy_03_34394A6E.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Objects\Objects\Object_Destruction\Object_Destruction\Destruction_Container\Destroy_Crate\Crate_Destroy_03		15047
	336420779	Crate_Destroy_04	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Objects\BAS_Crate_Destroy_04_EB498969.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Objects\Objects\Object_Destruction\Object_Destruction\Destruction_Container\Destroy_Crate\Crate_Destroy_04		14028
	337799692	WAG_Ambient_Bass1	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Music\WPA_Ambient_Bass1_3274C6CC.wem		\Interactive Music Hierarchy\Music\Music_Regions\Ambient\WAG_Ambient_Layers\WAG_Ambient_Bass1		2800
	339035677	BigBallFire	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Cinematic\BAS_CIN_BigBallFire_9404A9A1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Magic\Magic_Blast_Fired\BigBallFire		251842
	339750059	Player_Footstep_dirt_run_01	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_dirt_run_01_EA4E482E.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Dirt\Player_Footstep_dirt_run\Player_Footstep_dirt_run_01		26724
	340074122	Adventuress_damaged_05	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Character\Adventuress_damaged_05_D4AF55D8.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Health\OnHit_Dialogue\Adventuress_damaged_05		31516
	340824060	Player_Footstep_rubble_walk_04	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_rubble_walk_04_EA4E482E.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Rubble\Player_Footstep_rubble_walk\Player_Footstep_rubble_walk_04		32884
	342576113	Woodlands_NightTime_Bassoon_2	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Music\Forest_NightTime_Bassoon_1_D3605DD4.wem		\Interactive Music Hierarchy\Music\Music_Regions\Woodlands_Night\Woodlands_Night_Layers\Woodlands_NightTime_Bassoon_2		666
	346822129	Impact_Crawler_01	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Creatures\BAS_Evil_Crawler_Hurt_01_29CC76B6.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Melee\Impact_Weapon_Type\Impact_Axe_Surface_Type\Impact_Axe_EvilCrawler\Impact_Crawler_01		73580
	349269179	PlayerHit_SpitShot	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Character\Weapons\Impact_Bump_79A6D9BB.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Melee\Impact_Weapon_Type\Impact_Hammer_Surface_Type\Impact_Hammer_EvilHead\Impact_Hammer_EvilHead\PlayerHit_SpitShot		59966
	349285968	2_Clarinet	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Music\MFYG\2_Clarinet_D3605DD4.wem		\Interactive Music Hierarchy\Music\Music_Regions\Desert\Desert_Part1_Layers\2_Clarinet		15603
	352809797	Player_Footstep_water_walk_03	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_water_walk_03_EA4E482E.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Water\Player_Footstep_water_walk\Player_Footstep_water_walk_03		48038
	353842310	Heartbeat_Lub	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Character\Heartbeat_Lub_EA4E482E.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Health\HeartBeat\HeartBeat\Heartbeat_Lub\Heartbeat_Lub		1078
	355999611	Perc_Battle_Timpani	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Music\Timpani_D3605DD4.wem		\Interactive Music Hierarchy\Other\Music_DungeonAndEnemies\DungeonAndEnemies\Perc_Battle_Timpani		584
	356049012	BAS_Evil_Head_Death_Vox_02	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Creatures\BAS_Evil_Head_Death_Vox_02_D699F3ED.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Enemies_EvilHead\EvilHead\EvilHead_Death\EvilHead_Death_Vox\BAS_Evil_Head_Death_Vox_02		27415
	356985616	Player_Footstep_wood_walk_03	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_wood_walk_03_EA4E482E.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Wood\Player_Footstep_wood_walk\Player_Footstep_wood_walk_03		34874
	357036992	Creature_FinalReveal	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Cinematic\BAS_CIN_Creature_FinalReveal_B38F83E4.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Ambient\Ambiences\Ambiences_Emitters\Cinematic\Creature_FinalReveal		72070
	361675366	Adventuress_Death_02	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Character\Adventuress_Death_02_885CEDF8.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Health\Death\Adventuress_Death_02		62174
	363110106	Creature_Earthquake_Loop	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Cinematic\BAS_CIN_Creature_Earthquake_Loop_99F86F4E.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Ambient\Ambiences\Ambiences_Emitters\Cinematic\Creature_Earthquake_Loop		26032
	363336156	Player_Footstep_stone_walk_05	G:\WPAG_Packaging\wpa-game\Wwise Project\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_stone_walk_05_EA4E482E.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Stone\Player_Footstep_stone_walk\Player_Footstep_stone_walk_05		47378
